AIND-ID	型	意味	作業可否	該当箇所	前後文脈	作業者への指示
AIND-D08759	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$645050417661$# $$$	العطار . ممن سمع مني بمكة سنة ست وثمانين . ###$645050417661$# $$$ محمد بن محمد بن حسن السكري بن الجنيد . في ا	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D08771	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$851666027056$# $$$	ان سنة ثمان وستين ودفن بتربة سعيد السعداء . ###$851666027056$# $$$ محمد بن محمد بن خضر بن سمري العيزري . يأتي ب	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D08776	ELLIPSIS	原文の欠落（lacuna）	○	...	ين العقبي الاصل القاهري الصحراوي الماضي أبوه ...	欠落部は情報なしとして扱い、該当要素を立てずに作業する。
AIND-D08815	PLUSMIN	語末に付く注記マーカー（語を分断しない）	◎	±±±	الغريب . ولما ولد دخل جده للتهنئة به وتفل في±±± فيه وحنكه ودعا له وشمله بلحظه ثم تكررت رؤيته	無視してよい。記号を取り除いた語がそのまま正しい読み。
AIND-D08817	ELLIPSIS	原文の欠落（lacuna）	○	...	لرحمن بن محمد بن أحمد بن خلف الدكالي المالكي ...	欠落部は情報なしとして扱い、該当要素を立てずに作業する。
AIND-D08824	STAR_HEADWORD	未採番見出しの境界（1ブロックに複数見出しが同居）	△	★أبا القسم★	ما ساكنا صاهره مسعود المغربي على ابنته وأنجب ★أبا القسم★ رجلا له أولاد .	作業しない。ブロック内の2件目以降は別項として採番が必要。
AIND-D08835	ELLIPSIS	原文の欠落（lacuna）	○	...	ثلاثين دينارا ذهبا بسبب إثبات شيء ظهر له فيه ... فزبره وكاد أن يعزره ولشريف أوصافه ظهرت بركت	欠落部は情報なしとして扱い、該当要素を立てずに作業する。
AIND-D08841	ELLIPSIS	原文の欠落（lacuna）	○	...	أمير حاج القارئ بالنعمان . مات في المحرم سنة ...	欠落部は情報なしとして扱い、該当要素を立てずに作業する。
AIND-D08845	PLUSMIN	語末に付く注記マーカー（語を分断しない）	◎	±±±	تصانيفي وغيرها وكتب عني في الإملاء بل استملى±±± علي في بعض الأوقات وناب عن العز ومن بعده وكذ	無視してよい。記号を取り除いた語がそのまま正しい読み。
AIND-D08852	PLUSMIN	語末に付く注記マーカー（語を分断しない）	◎	±±±	ة فضيلته وكان قد اختص به ولازم خدمته ومرافقته±±± له بحيث عرف به ومما قرأه عليه البخاري وسمع ع	無視してよい。記号を取り除いた語がそのまま正しい読み。
AIND-D08857	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$226874114842$# $$$	الأولى سنة خمس وسبعين بمكة . أرخه ابن فهد . ###$226874114842$# $$$ محمد بن محمد بن عبد الله بن أحمد الشمس الشهي	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D08861	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$951083615017$# $$$	ي سنة سبع عشرة ووصف بالفقيه الفاضل المقوئ . ###$951083615017$# $$$ محمد بن محمد بن عبد الله بن جوارش . في محمد	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D08862	PLUSMIN	語末に付く注記マーカー（語を分断しない）	◎	±±±	فيه البلاطنسي وكان في التعصب وقوة النفس بمكان±±± إلى الجمال ناظر الخاص أزيد من خمسين سطرا فيه	無視してよい。記号を取り除いた語がそのまま正しい読み。
AIND-D08890	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$669897474903$# $$$	من الفضلاء . أفادنيه إمام الكاملية وغيره . ###$669897474903$# $$$ محمد بن محمد بن عبد الله . في محمد بن محمد ب	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D08895	PLUSMIN	語末に付く注記マーカー（語を分断しない）	◎	±±±	أصحاب الحجار ولقيه فيها ابن موسى ورفيقه الأبي±±± في سنة خمس عشرة .	無視してよい。記号を取り除いた語がそのまま正しい読み。
AIND-D08896	STAR_HEADWORD	未採番見出しの境界（1ブロックに複数見出しが同居）	△	★محمد★	الأولى سنة ثلاث وعشرين ودفن بالمعلاة . 340 ★محمد★ الجمال أو البهاء أبو عبد الله أخو الذي قبله	作業しない。ブロック内の2件目以降は別項として採番が必要。
AIND-D08902	STAR_HEADWORD	未採番見出しの境界（1ブロックに複数見出しが同居）	△	★محمد★	ه الله . وعلى أسن منه بدون ثمان سنين . 347 ★محمد★ بن محمد بن عثمان بن سليمان بن رسول البدر بن	作業しない。ブロック内の2件目以降は別項として採番が必要。
AIND-D08902	STAR_HEADWORD	未採番見出しの境界（1ブロックに複数見出しが同居）	△	★محمد★	مدة مع خموله ومزيد فاقته وعدم توقيه . 348 ★محمد★ بن محمد بن عثمان بن عبد الله الشمس الجناني	作業しない。ブロック内の2件目以降は別項として採番が必要。
AIND-D08902	STAR_HEADWORD	未採番見出しの境界（1ブロックに複数見出しが同居）	△	★محمد★	ى والموفق الأبي في سنة خمس عشرة بدمشق . 349 ★محمد★ بن محمد بن عثمان بن محمد بن أحمد بن محمد بن	作業しない。ブロック内の2件目以降は別項として採番が必要。
AIND-D08905	PLUSMIN	語末に付く注記マーカー（語を分断しない）	◎	±±±	شوال سنة تسعين ودفن في عصر يومه بحوش ظاهر قمة±±± الشيخ عمر النبتيتي رحمه الله وإيانا .	無視してよい。記号を取り除いた語がそのまま正しい読み。
AIND-D08909	STAR_HEADWORD	未採番見出しの境界（1ブロックに複数見出しが同居）	△	★محمد★	نة وأرجو أن يكون قد أناب نفع الله به . 356 ★محمد★ بن محمد بن علوان بن نبهان بن عمر بن نبهان ب	作業しない。ブロック内の2件目以降は別項として採番が必要。
AIND-D08909	STAR_HEADWORD	未採番見出しの境界（1ブロックに複数見出しが同居）	△	★محمد★	خرجة له وحدث بها سمعها منه الأئمة ومات ... ★محمد★ بن محمد بن علي بن إبراهيم بن موسى بن طاهر خ	作業しない。ブロック内の2件目以降は別項として採番が必要。
AIND-D08909	ELLIPSIS	原文の欠落（lacuna）	○	...	من المخرجة له وحدث بها سمعها منه الأئمة ومات ... ★محمد★ بن محمد بن علي بن إبراهيم بن موسى	欠落部は情報なしとして扱い、該当要素を立てずに作業する。
AIND-D08910	STAR_HEADWORD	未採番見出しの境界（1ブロックに複数見出しが同居）	△	★محمد★	شيخنا وغيره وأجاز سامحه الله وإيانا . 358 ★محمد★ بن محمد بن علي بن أحمد بن أبي بكر بن اسماعي	作業しない。ブロック内の2件目以降は別項として採番が必要。
AIND-D08910	ELLIPSIS	原文の欠落（lacuna）	○	...	الذي قيل انه عمر مائة سنة وخمسا وثمانين سنة... وأن أول شيء دخل جوفه ريق الشيخ عبد القادر ا	欠落部は情報なしとして扱い、該当要素を立てずに作業する。
AIND-D08912	STAR_HEADWORD	未採番見出しの境界（1ブロックに複数見出しが同居）	△	★محمد★	ذا عند دفنه مطر عظيم رحمه الله وإيانا . 361 ★محمد★ بن محمد بن علي بن أحمد بن عبد العزيز بن الق	作業しない。ブロック内の2件目以降は別項として採番が必要。
AIND-D08917	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$695893771128$# $$$	اكنا فقيرا قانعا . مات قريبا من سنة تسعين . ###$695893771128$# $$$ محمد بن محمد بن علي بن أحمد أبو الخير بن الن	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D08924	STAR_HEADWORD	未採番見出しの境界（1ブロックに複数見出しが同居）	△	★محمد★	ن حسان . فيمن جده علي بن محمد بن حسان . 373 ★محمد★ بن محمد بن علي بن حسن بن ستي أبو النجا الدا	作業しない。ブロック内の2件目以降は別項として採番が必要。
AIND-D08928	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$414023959439$# $$$	رم سنة أربع وستين سامحه الله ورحمه وإيانا . ###$414023959439$# $$$ محمد بن محمد بن علي بن عبد الله بن علي بن مح	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D08929	STAR_HEADWORD	未採番見出しの境界（1ブロックに複数見出しが同居）	△	★محمد★	الصلاة ولم يصل نفعنا الله بالصالحين . 378 ★محمد★ بن محمد بن علي بن عبد القادر ناصر الدين أبو	作業しない。ブロック内の2件目以降は別項として採番が必要。
AIND-D08929	STAR_HEADWORD	未採番見出しの境界（1ブロックに複数見出しが同居）	△	★محمد★	ادس المحرم سنة سبع وستين عفا الله عنه . 379 ★محمد★ بن محمد بن علي بن عبد الكافي بن علي بن عبد	作業しない。ブロック内の2件目以降は別項として採番が必要。
AIND-D08930	PLUSMIN	語末に付く注記マーカー（語を分断しない）	◎	±±±	محمد بن علي بن عبد الواحد الأندلسي المجاراني±±± . مات سنة ست وخمسين .	無視してよい。記号を取り除いた語がそのまま正しい読み。
AIND-D08940	ELLIPSIS	原文の欠落（lacuna）	○	...	بقراءتي على البوتيجي وغيره في ابن ماجة ومات ...	欠落部は情報なしとして扱い、該当要素を立てずに作業する。
AIND-D08952	ELLIPSIS	原文の欠落（lacuna）	○	...	بدر بن عبيد الله في الفقه وغيره وكذا حضر عند ... وتولع بالمباشرة ولازم يشبك الجمالي الزردكاش	欠落部は情報なしとして扱い、該当要素を立てずに作業する。
AIND-D08963	PLUSMIN	語末に付く注記マーカー（語を分断しない）	◎	±±±	ازمه سيما بالقاهرة وتردد لمن تجدد من المسمعين±±± كالبهاء المشهدي والكمال بن أبي شريف والسنباط	無視してよい。記号を取り除いた語がそのまま正しい読み。
AIND-D08963	ELLIPSIS	原文の欠落（lacuna）	○	...	صفر سنة ثلاث وستين وثمانمائة ونشأ بها فاشتغل ... وطلب الحديث وأخذ عن أبي ذر والبقاعي والخيضري	欠落部は情報なしとして扱い、該当要素を立てずに作業する。
AIND-D08973	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$717829981167$# $$$	سنة ثلاث وستين وقد جاز الثمانين رحمه الله . ###$717829981167$# $$$ محمد بن محمد بن علي الزين أبو بكر الخوافي .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D08981	STAR_HEADWORD	未採番見出しの境界（1ブロックに複数見出しが同居）	△	★محمد★	بن علي المطوعي الأزهري . ممن سمع مني . 431 ★محمد★ بن محمد بن علي النوبي خطيبها ويعرف فيها باب	作業しない。ブロック内の2件目以降は別項として採番が必要。
AIND-D08986	STAR_HEADWORD	未採番見出しの境界（1ブロックに複数見出しが同居）	△	★محمد★	ندا له %~% فلذ به يا شيخ تنس الصباح %~% 437 ★محمد★ بن محمد بن عمر بن أبي بكر الشمس الصرخدي الأ	作業しない。ブロック内の2件目以降は別項として採番が必要。
AIND-D08989	STAR_HEADWORD	未採番見出しの境界（1ブロックに複数見出しが同居）	△	★محمد★	أوقاف . مات في حدود الستين رحمه الله . 441 ★محمد★ بن محمد بن عمر بن علي بن أحمد بن محمد ناصر	作業しない。ブロック内の2件目以降は別項として採番が必要。
AIND-D08991	PLUSMIN	語末に付く注記マーカー（語を分断しない）	◎	±±±	تبضعا %~% ذكرا وأجرا حسن الجملة %~% %~% قياله±±± من متجر كاسد %~% ما نفقت فيه سوى بغلتي %~%	無視してよい。記号を取り除いた語がそのまま正しい読み。
AIND-D09009	STAR_HEADWORD	未採番見出しの境界（1ブロックに複数見出しが同居）	△	★محمد★	س ، له رزق من قبل أبيه وغيره يتقنع به . 460 ★محمد★ بن محمد بن عميرة الصيداوي نزيل دمشق وأحد ال	作業しない。ブロック内の2件目以降は別項として採番が必要。
AIND-D09011	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$195785933889$# $$$	سرج ونحوه ولم يرض أحد من أحبابه له كل هذا . ###$195785933889$# $$$ محمد بن محمد بن عيسى بن كرامة . ذكره ابن عزم	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09017	PLUSMIN	語末に付く注記マーカー（語を分断しない）	◎	±±±	مان سعيد العيسوي وغيرهما وحفظ الشاطبيتين ورجز±±± الخرازي في الرسم والكافية الشافية ولامية الأ	無視してよい。記号を取り除いた語がそのまま正しい読み。
AIND-D09017	PLUSMIN	語末に付く注記マーカー（語を分断しない）	◎	±±±	بعض الأكابر فيريه من أنظاره ودقة فكره ما يتبع±±± فكره ويعلي عنده قدره بحيث كنت أظن أن ذلك يف	無視してよい。記号を取り除いた語がそのまま正しい読み。
AIND-D09039	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$639677514884$# $$$	اشر رجب سنة ثلاث وثلاثين رحمه الله وإيانا . ###$639677514884$# $$$ محمد الزين أبو بكر أخو الذي قبله . وهو بكنيت	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09039	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$131214623876$# $$$	ذي قبله . وهو بكنيته أشهر . يأتي في الكنى . ###$131214623876$# $$$ محمد بن محمد بن محمد بن أحمد بن محمد بن محمد	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09067	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$686238483643$# $$$	سجن أولى الجرائم حتى مات بعد الثمانين ظنا . ###$686238483643$# $$$ محمد بن محمد بن محمد بن أبي بكر الشمس الدلجي	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09068	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$697194005691$# $$$	ة وشرحها . وهو في عقود المقريزي باختصار . ) ###$697194005691$# $$$ محمد بن محمد بن محمد بن أبي بكر ولي الدين ال	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09086	STAR_HEADWORD	未採番見出しの境界（1ブロックに複数見出しが同居）	△	★محمد★	احد . مات في شوال سنة تسع وثلاثين بمكة . 532 ★محمد★ النجم بن ظهيرة الشافعي أخو الستة قبله وشقيق	作業しない。ブロック内の2件目以降は別項として採番が必要。
AIND-D09086	IDEOSPACE	全角スペース（変換ノイズ）	◎	　	واحد . مات في شوال سنة تسع وثلاثين بمكة . 532 ★محمد★ النجم بن ظهيرة الشافعي أخو الستة قبله	半角スペースとして扱う。
AIND-D09100	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$873925199110$# $$$	وهو ممن عرف بالخير ولين الجانب رحمه الله . ###$873925199110$# $$$ محمد بن محمد بن محمد بن عبد الرحمن بن عبد ال	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09103	STAR_HEADWORD	未採番見出しの境界（1ブロックに複数見出しが同居）	△	★محمد★	لمراغي . سمع من أبيه في الموطأ وغيره . 550 ★محمد★ الكمال أبو الفضل المطري أخو الذي قبله وشقيق	作業しない。ブロック内の2件目以降は別項として採番が必要。
AIND-D09106	ELLIPSIS	原文の欠落（lacuna）	○	...	بن عبد الرحمن أو حسن البدر بن الجنيد مضى في ... = 521?	欠落部は情報なしとして扱い、該当要素を立てずに作業する。
AIND-D09106	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$901095900446$# $$$	سنة ست وتسعين أو أول التي تليها رحمه الله . ###$901095900446$# $$$ محمد بن محمد بن محمد بن عبد الرحمن أو حسن ال	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09132	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$890350093643$# $$$	ولكنه امتحن بفساد عقله قبل موته رحمه الله . ###$890350093643$# $$$ محمد بن محمد بن محمد بن عبد الله المحب أبو ا	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09147	ELLIPSIS	原文の欠落（lacuna）	○	...	ي والحافظ الصلاح العلاني وحدثنا عنه غير واحد ... مات ... ###$960743097722$# $$$ محمد بن محمد	欠落部は情報なしとして扱い、該当要素を立てずに作業する。
AIND-D09147	ELLIPSIS	原文の欠落（lacuna）	○	...	ظ الصلاح العلاني وحدثنا عنه غير واحد ... مات ... ###$960743097722$# $$$ محمد بن محمد بن محمد	欠落部は情報なしとして扱い、該当要素を立てずに作業する。
AIND-D09147	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$960743097722$# $$$	لاح العلاني وحدثنا عنه غير واحد ... مات ... ###$960743097722$# $$$ محمد بن محمد بن محمد بن علي بن أحمد بن عبد ا	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09148	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$938085467516$# $$$	ه ثم استنابه الزيني وصار من جملة المقسمين . ###$938085467516$# $$$ محمد بن محمد بن محمد بن علي بن أحمد الكمال ب	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09151	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$338581013899$# $$$	لى أدبه وخطابته وأنه يتكسب كأبيه بالشهادة . ###$338581013899$# $$$ محمد بن محمد بن محمد بن علي بن حسن بن عمر ال	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09151	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$302598079884$# $$$	ه بابن الركن . يأتي في أبي الطيب من الكنى . ###$302598079884$# $$$ محمد بن محمد بن محمد بن علي بن عبد الله أبو	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09163	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$400430220710$# $$$	ان شكلا حسنا فصيحا بليغا له نظم ونثر وخطب . ###$400430220710$# $$$ محمد بن محمد بن المحب محمد بن علي بن يوسف ال	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09183	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$871475725766$# $$$	بمحمود السيرة مع أنه أشبه من أخويه قراءة . ###$871475725766$# $$$ محمد إمام الدين أبو الكرم شقيق اللذين قبله و	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09184	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$157563241930$# $$$	يمن الطبري أخو المتقدمين . بيض له ابن فهد . ###$157563241930$# $$$ محمد أخو اللذين قبله واسمه أيضا عامر . سبق ف	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09203	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$270935279104$# $$$	سنة مولده سنة أربع وخمسين وأمه فتاة لأبيه . ###$270935279104$# $$$ محمد بن محمد بن محمد أبو الفضل ويسمى العباس	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09211	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$312433722895$# $$$	ا آتاه انتهى . رحمه الله وإيانا ونفعنا به . ###$312433722895$# $$$ محمد شقيق الذي قبله ويدعى عطية . مضى فيه .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09218	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$612028663333$# $$$	المدينة مع حسن فهم ومشاركة سيما في الفقه . ###$612028663333$# $$$ محمد بن محمد بن محمد بن محمد بن عبد العزيز ب	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09220	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$499625510448$# $$$	زته في سنة خمسين والظاهر أنه مات قريب ذلك . ###$499625510448$# $$$ محمد بن محمد بن محمد بن محمد بن علي بن عبد ا	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09228	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$132376446519$# $$$	لما كف عن الزين زكريا في سنة تسع وثمانين . ###$132376446519$# $$$ محمد بن محمد بن محمد بن محمد بن محمد بن عبد	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09231	PLUSMIN	語末に付く注記マーカー（語を分断しない）	◎	±±±	ونثر وتصانيف منها شرح تنقيح اللباب والرحبية±±± ، كتبت عنه من نظمه أشياء منها قوله : %~% ل	無視してよい。記号を取り除いた語がそのまま正しい読み。
AIND-D09231	STAR_HEADWORD	未採番見出しの境界（1ブロックに複数見出しが同居）	△	★محمد★	بمقبرة الباب الصغير رحمه الله وإيانا . 748 ★محمد★ بن محمد بن محمد بن محمد بن محمد بن محمد بن	作業しない。ブロック内の2件目以降は別項として採番が必要。
AIND-D09231	STAR_HEADWORD	未採番見出しの境界（1ブロックに複数見出しが同居）	△	★محمد★	المكي يعني التصريف كما تقدم في ترجمته . 749 ★محمد★ بن محمد بن محمد بن محمد بن محمد بن محمد بن	作業しない。ブロック内の2件目以降は別項として採番が必要。
AIND-D09240	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$633012766291$# $$$	ء رابع عشرى صفر سنة إحدى وخمسين رحمه الله . ###$633012766291$# $$$ محمد بن محمد بن محمد بن محمد بن يوسف بن الجز	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09241	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$614880790103$# $$$	وستين وقد زاد على الستين رحمه الله وإيانا . ###$614880790103$# $$$ محمد بن محمد بن محمد بن محمد التاج بن التنسي	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09255	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$246985803379$# $$$	داء وتأسف الناس على فقده رحمه الله وإيانا . ###$246985803379$# $$$ محمد بن محمد بن محمد بن يحيى بن يونس بن أحمد	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09260	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$143357134475$# $$$	ماضي . مضى فيمن جده عبد الرحيم بن إبرهيم . ###$143357134475$# $$$ محمد بن محمد بن محمد البدر بن المحب بن الصفي	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09265	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$863116478102$# $$$	زهر . فيمن جده محمد بن أحمد بن عبد الخالق . ###$863116478102$# $$$ محمد بن محمد بن محمد الجلال بن العز بن البدر	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09277	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$353290438315$# $$$	الصلاح الحكري . فيمن جده محمد بن إسماعيل . ###$353290438315$# $$$ محمد بن محمد بن محمد العز بن الشمس بن الحمرا	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09312	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$783168849675$# $$$	لالي من حوش سعيد السعداء رحمه الله وإيانا . ###$783168849675$# $$$ محمد بن محمد بن محمود بن محمد بن أبي الحسين	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09314	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$800403244822$# $$$	واستمر هناك حتى مات أظنه قريب الخمسين ظنا . ###$800403244822$# $$$ محمد بن محمد بن محمود الشمس الدمشقي بن السلع	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09342	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$870771083123$# $$$	أظنه هذا حصل السهو في اسم أبيه وجده فيحرر . ###$870771083123$# $$$ محمد بن محمد بن يوسف بن حاجي الجمال التوريزي	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09349	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$745122318211$# $$$	ي وتنهرني %~% وتارة تسمع الشكوى وتغري بي %~% ###$745122318211$# $$$ محمد بن محمد بن يوسف بن علم الدين الفارسكوري	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09353	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$570576357258$# $$$	ب ما لم يكن في الظن رحمه الله وعوضه الجنة . ###$570576357258$# $$$ محمد بن محمد بن يوسف الحموي الموقع . مضى في	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09355	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$523163944847$# $$$	قطب الدين العلوي الإيجي ممن سمع مني بمكة . ###$523163944847$# $$$ محمد بن محمد بن محيي الدين . في محمد بن محمد	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09355	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$401306830735$# $$$	. في محمد بن محمد بن محمد بن أحمد بن يوسف . ###$401306830735$# $$$ محمد بن محمد أثير الدين الخصوصي . صوابه محمد	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09373	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$291080521653$# $$$	ويقال أنه مات من تحت ضربة جماعة من السوقة . ###$291080521653$# $$$ محمد بن محمد الشمس أبو عبد الله الكيلاني الم	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09374	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$926597269432$# $$$	مات تقريبا سنة ثلاث وستين وقد جاز السبعين . ###$926597269432$# $$$ محمد بن محمد الشمس الحموي الموقع ناظر القدس	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09376	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$485847222203$# $$$	محرم سنة ثلاث عشرة . قاله شيخنا في إنبائه . ###$485847222203$# $$$ محمد بن محمد الصدر بن البهاء السبكي . مضى في	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09416	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$689686202361$# $$$	ميراثي أخو مسعود ومغيث . ممن سمع مني بمكة . ###$689686202361$# $$$ محمد أخو الذي قبله . يأتي في مغيث .	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09426	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$352006981641$# $$$	ر الأستادار جمال الدين . مضى فيمن جده علي . ###$352006981641$# $$$ محمد بن محمود ناصر الدين بن العجمي ، مضى في	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09442	DOLLAR3_STUB	処理済みの転送見出し（$$$）が同じブロックに同居	◎	###$468474415146$# $$$	يفها من الحلبي ولكن بعدها شامي فالله أعلم . ###$468474415146$# $$$ محمد بن معبد المدني . هو ابن علي بن معبد مضى	処理済みなので作業不要。ブロック先頭の項だけ作業すればよい。
AIND-D09490	PLUSMIN	語末に付く注記マーカー（語を分断しない）	◎	±±±	ا الجزءين قبله خلا الأول فأنه تغيب عن الوجدان±±± مستعيرا له من حضرة الأستاذ المعظم السيد محمد	無視してよい。記号を取り除いた語がそのまま正しい読み。
AIND-D09490	STAR_ORPHAN	対になっていない孤立した★（変換ノイズ）	◎	★	بد الغفار بن حفاظ الدمشقي المزي . insert? ★ في آخر جزء من الأصل : آخر الجزء الرابع من ال	無視してよい。
AIND-D09490	STAR_ORPHAN	対になっていない孤立した★（変換ノイズ）	◎	★	بخير وصلى الله على سيدنا محمد وسلم تسليما . ★ المنيحي الخطيب . كتب إلي بالإجازة وقال أن مو	無視してよい。
